 pitchers only wasn't still recovering from last bout irresponsible consumption;worry
 for more than had plus book;surprise
 $900 cash why didn't get the bank have safe get the now though;worry
 forced buy pressures the news raise hand;neutral
 hope time will good luck;neutral
 gonna it's degrees thanks for leavin your sweater;empty
 did the keep failing her drivers license they she jumped the back;sadness
 listening the out lamb god;love
 you guys are champions the world;love
 for come miss him;sadness
 everything but just have;worry
 shut and put your money where your mouth what you get for waking;hate
 still that person who's annoying it's none swear;hate
 the lead singer gave high five and got one their guitar;happiness
 just broke windshield while replacing;worry
 kinda nuts right i've told least thanks;happiness
 gonna watch tonight not fan his music but think he's too funny;neutral
 chick wont shut will only stop chirping sit with the bloody;sadness
 know why follow the that they and note self morning;boredom
 would appear not note what get the cards out;neutral
 umm that's probably pretty good note self because;fun
 note never ever leave the pro the stupid fell;sadness
 tell friends follow come;worry
 out will back when done reading the book;sadness
 when told him that love beans;love
 small children are not and sarcasm but then that's too;sadness
 ice french vanilla soy milk from means coming;happiness
 guess we're not gonna meet;sadness
 more i'm gonna choose find kinda boring the gonna help people who choose;neutral
 news flash your instant empire bird check this out;neutral
 gifts honesty box messages has been discontinued due abuse;hate
 hate hair hiss feel like shuld hang out the ghetto style;hate
 back after going out bag nice;worry
 mom liked the flowers it's never sure thing with her;relief
 week ago today was here and were road;worry
 for the budget bout spend much i'm;worry
 bee almost flew here from i'm not afraid zombies run when bee same room with;worry
 another two out fly out for;worry
 always people who get everyone might everyone else;worry
 i'm going just don't feel right;sadness
 sings makes feel better;neutral
 died this you will hadn't even had the chance parade you around yet;sadness
 off bed try get these crummy sleep horrid hour don't let the;worry
 head does anyone know you can mix with you're already taking with;worry
 the airport waiting for get got early surprise her and can't find her;worry
 want app for but it's only free games shows and more for you but;surprise
 totally forgot the don't know what should the home and nothing;worry
 bank let's see what today has prepared for;happiness
 too late last still gotta work get super early tomorrow;worry
 new just excited what will bring;worry
 happy mother's and all god bless;worry
 kids that won't some for sort;worry
 was and want revise;enthusiasm
 god still asleep but today party day getting stuff;happiness
 going somewhat out uncle;surprise
 had great time the did;worry
 it's time for kathleen past don't expect hear from before have;happiness
 and mom's cars were broken feel;sadness
 listening now starting new episode;neutral
 hair dip gotta two;worry
 won't feel guilty and like should revising stuff after;worry
 can't believe jay going off the air;surprise
 took the day off from yesterday i'm get back into today;neutral
 just told dan say anything super sad;worry
 will have our closed can't try;worry
 he's bed heavy went part the reason watching now and still haven't been fed;sadness
 good morning looks like it's going nice day better than last week was raining;happiness
 going fail art this was far the worst semester life school otherwise was the best;sadness
 i'm but got some much got that one part the song stuck head your jerk;worry
 can only recover photos;worry
 starting new week going the today everyone;relief
 had pull out the golf 3rd think something yeah;hate
 and ffa but busy work today get anything done;sadness
 was the only person who stood for the world full spineless this makes sad;sadness
 want want own she's trying get;happiness
 will launch the phase residential real estate rental first grade;worry
 looks like it's gonna rain;worry
 lunch fun when you have nothing;sadness
 still like more hours;sadness
 thanks everybody for your wonderful feedback;love
 are playing acoustic set styles bar today hope see you there;happiness
 always get left out;sadness
 and never got see print;neutral
 little love these new answered love all you guys;happiness
 act like your not impressed;enthusiasm
 got the palm hand;happiness
 big bag take well rain this the bad part about having places live later;worry
 all woman who transfer their first impressions onto less man are themselves weak;worry
 for the the best its ever felt not cross anything off list the end the day;worry
 this dirty letter from danny been its absolutely none business but still feel left out;worry
 will lose few while gaining some better the best thing the can scream about;neutral
 spilling half calorie can the weekend;fun
 the first time i've felt alive again super happy;relief
 our site transferred over new this going quite job;worry
 worried hopeful that from the foam tonight;worry
 waiting get picked the train station and then off the can't believe bumped someone last night;neutral
 and wanted share with feeling had long;happiness
 hours give any interested friends glimpse into topic near and dear;empty
 academically miss him already;relief
 joy i'm tired the weary eyed see the and;sadness
 ever happened creating music collaboration just for fun without the what getting out question;worry
 thank you for letting night;relief
 never have love and that's all really;love
 did mention spending time with two worth;love
 look crazy hair his face old went thanks vince are clowns;surprise
 just the china buffet king amusing;happiness
 over his mom now must think that's not what just thought better than the;worry
 mother just the city texas district;happiness
 weather may makes cause fell down from which were yesterday;neutral
 and now wish hadn't;worry
 missed your must forgive feel;worry
 want all the soldiers come home don't have hear about anymore being;worry
 too bad they never made over here during the last ten years;worry
 sun but can see the ocean almost ran over squirrel driving home from the was where;neutral
 happy star wars day may the 4th with you;happiness
 game and mother's day;fun
 really sad that can't java one;worry
 lovely friends and wish came matters one the cutest movies;sadness
 john amazing just what needed;relief
 lovely one before waking;happiness
 month till the big;surprise
 month can tomorrow cause went today parents;neutral
 more but his last game against;worry
 more which one your friends deserve free;neutral
 most hated coupons going thru top bottom making grocery took forever now major shopping trip;hate
 surprise party parties need finish bug;happiness
 week and one day;happiness
 week before the palm comes out and have phone but contacts aren't transfered;hate
 week post traumatic jumping next dirty are starting emerge from;worry
 traffic lame matter how hard try can't get anywhere time;sadness
 1.2 mile run and 450 meter things are looking better and laying off the today;happiness
 already ten minutes late flowers the attic breakfast waking vegas;neutral
 1/2 day tomorrow coming over after;relief
 still waiting the doc come and break;worry
 cat moments video enjoy;happiness
 days recover from ligament damage will give about days train for the;neutral
 minutes hours window seat;sadness
 more days for damn these;happiness
 more minutes and never have this class its kinda sad cause this class fun;sadness
 out everyone going home drinking beer starting next week;fun
 night like have been drinking with then went home got cleaned and went;surprise
 i'm allergic hot wax;sadness
 drag for about get into the romance book wont the night babes;worry
 international space station will over through most texas least;neutral
 days left until really just want get through this hate;hate
 days till county had from took while;happiness
 you know what that;happiness
 more days until get see;happiness
 and him officially the one say happy mother's day love;love
 birthday little sister good night;love
 friday night has left the;neutral
 super excited telling that heart wont beat were awesome yesterday;love
 hours still too drunk for shame for letting myself drink that not peak spirits right;worry
 more days with slow;worry
 pages left then will time start all over and off lunch 6th;worry
 140 pages and done with;happiness
 someone thinking good luck and her;happiness
 queries display one single deal page looks like i'll have fun bad bad;fun
 again was actually quite good bed long day june come soon not too;neutral
 hours left being and ill for 8-10 those how depressing;sadness
 things the last thing mind cleaning everyone's cake mess;neutral
 recalling the events great star movie life perfect;surprise
 years for phil spector;neutral
 finished off busy day;relief
 screw going one love;boredom
 can't heard the last thing you should the computer when you can't what they know;worry
 quietly tidying after dinner closing centre island kitchen wakes ensues;neutral
 day work today was bit tiring but now onto college work;worry
 those who follow 2nd those who messes being able follow others want when;happiness
 dates and done booking this first tour anyone wanna help find shows and around june and june;love
 days text messages this month;empty
 days after still tired;sadness
 days this month and only have left;surprise
 days till just hope the and best good and otherwise happy;happiness
 days without sleep and now thought life was meant relaxing;sadness
 hours after but can't back got some work sigh sigh;worry
 more days before the big europe scout group almost too long for;fun
 more days till half term over;neutral
 more weeks school not including right excited yet can't wait;worry
 views maybe not much for but i'm happy;sadness
 2.5 years here left for the last and being the girl waited cry until got love you;love
 add and lets play;happiness
 days away from being evicted;sadness
 hours and $400 later and new phone that stupid;hate
 250 miles only 1750 the radio;neutral
 pin core cable goes bad just service;worry
 all this room does have the major lot doesn't help its hot outside;sadness
 holy will home soon;happiness
 missing dad for over year now;worry
 feedings for the baby are fun when all smiles and;happiness
 the end stay bad then off florida fun but miss home and;sadness
 2nd period remembered music;empty
 2nd result the found book bars means now recovered everything thought small victories;surprise
 2nd last episode jay never the;neutral
 dance fun awkward situations driving and listening satellite windows;happiness
 today time the game shows play and prizes plus off for free today from;neutral
 day weekend and all can think work waiting ambush damn you;surprise
 days left for bryce and that's more days elementary;worry
 days three nights and sprained can't imagine better long weekend;worry
 hours shorts weather you i'd usual hanging out window but the neighbours are;worry
 hours sleep and mild hangover carelessness and the loss brand new pouch;sadness
 hours sleep last all being wants crawl into ball somewhere and sleep for about more work till six too;sadness
 live and quiet weekend party central;happiness
 driving home the rain now;neutral
 and photos would ten;sadness
 hours sleep last night barely functioning;neutral
 3/4 through project car;neutral
 year old dolls still can rock girl was and ken ain't bad now those are;happiness
 degree much hotter than degree;worry
 minutes left before flannel shoes get wet;worry
 3500 for with thanks for playing;happiness
 through the that looks lot would love test;love
 loved the rain this;love
 rich man really can't bothered for school monday;surprise
 the radio they were amazing;happiness
 fillings the two more appointments;neutral
 hours shopping good best part chocolate even;happiness
 hours what wrong with hate life;worry
 hours till day party;love
 more days until don't want get older;fun
 more follow and i'll love;neutral
 followers the account you were headed has been suspended due strange strange;worry
 shifts then its should getting turning which means almost;worry
 very big for ate but not work less but eat what can too useless;worry
 miss you much heart aching without you;sadness
 minutes until off from guess back work it's slow today thank god for one those days;relief
 pub anyone want lonely drunk tonight;worry
 laws power robert it's little bit much for but anyone interested you are;neutral
 finally home from the now time head happy day all the mother's out;love
 cause was sick all day and was hospitals being alone blows;sadness
 playing was the alcohol course couldn't get back sleep after cause thinking joe cruise;neutral
 4th may officially announced luck;worry
 4th time month that spending time for broken this great with this weekends weather;sadness
 and half more hours work wish had something;neutral
 hours and football again for;worry
 till the end follow friday;sadness
 things this could without like this;neutral
 what you think ill doing tonight;worry
 much better than biology;worry
 think your the only one that knows what that number means;neutral
 will they able pay this year's broadway gets green;neutral
 words and hands hurt;worry
 done under weigh thanks;neutral
 just would have look forward after;hate
 weeks today 18th birthday;neutral
 days today can't believe it's been nervous about what gonna say but gonna keep comin;worry
 days summer holiday and they are going way too when will school get;empty
 love boys new song;love
 let's now through but break tired;worry
 taken nearly finished better good;happiness
 6th street was amazing this the wedding was but really really tired work from the long weekend;happiness
 hours and many can now spend time with wife and it's mother's day don't forget grab gift;relief
 minutes till this not best late for class;worry
 long and painful miles knees approaching years not accepting glasses draft;sadness
 almost catching gonna kick her and will the mile high club soon;hate
 and i'm just now leaving and just last week was how time what's good for the;happiness
 night i'm sitting home;sadness
 month old african grey sad sale;worry
 has just hit have school tomorrow i'll stay think;fun
 math final wish luck;love
 hours and until can home and sleep hour till have work can't wait for days off this;worry
 i'm ready ready for;neutral
 shopping with meets the party the park;neutral
 gross and match for mood;love
 living the life one;happiness
 more days till comes back;neutral
 and this grandma going mother's day reservations;relief
 movie making some coffee;neutral
 doc said bones look fine also should see i'm such old lady now;sadness
 experiencing the unique tradition known the trying pace;love
 love camp fires just wish the kids would try bit harder sing along;sadness
 saw postal was but once was done filling out the didn't show jobs open the;hate
 out dinner for the and grandma for mother's;neutral
 wonderful spend mother's day with;love
 what let didn't order means have come back soon nothing new;sadness
 big brother this means constant live and fall asleep not happy;worry
 holy stay this but the book done and the author's with;enthusiasm
 job interview really gonna mess this;worry
 looking through old stuff and found record from old band that was for about ever heard;sadness
 wow only just found out new called how did not;love
 ants are everywhere the ants scare;worry
 another night probably movies with just;worry
 love with more back off got this more;love
 keeps getting such delayed why messed;hate
 why the small rock socks;hate
 i'm going post this;neutral
 you can't sugar people tell;neutral
 american i'm watching right they're running naked around the would you would;surprise
 had great time thanks baby;love
 listening doubt it's life thanks;fun
 green day will perform their new single know your enemy;neutral
 new single out the please don't touch it's;happiness
 today and tomorrow anyone free for;neutral
 the magic singing for;happiness
 and may the source with you;neutral
 make your own pledge while you're;neutral
 can't seems get show what's not right;neutral
 happiness totally disappointed the food good;sadness
 replaced thought coming back with steaks;happiness
 all happy mother's all happy the 10th;love
 trying figure out the need going home computer don't start working;worry
 butlers watching dr. farmer rock out the jimmy drinking;happiness
 wanted come this summer not sure teacher's life the summer;hate
 cleaning the going out see with friends;neutral
 coming work rag your;hate
 with have much fun with him can smile any;love
 need you but you're not following will send;neutral
 there's lot all over the;worry
 don't have any have decided see making grilled cheese george would work;fun
 home with day baby then made now bed;relief
 hurts that sister has much potential and she using any what waste god-given;sadness
 sorry that you are feeling that;worry
 careful you're going like and such friday night;worry
 like the way you worded that about rocky road;love
 why would you that;sadness
 mgm doubling back lots old memories flooding back;fun
 sisters crying eyes hubby called from spoke for minutes heard popping sounds the background and call;worry
 happy break virginity with you;worry
 poll was trying get work;neutral
 you missed all the free shots;worry
 just saw commercial for you kill;neutral
 there might problem says stream not;worry
 the scare crap out;sadness
 the office craving ice cream;neutral
 the san antonio missions game not huge meaning slow;sadness
 the station morning but this damn paper has crazy any anna;fun
 work not feel like bein bitch today;neutral
 this week some new stay updated;surprise
 looking forward following your journey this endeavor just subscribed your;enthusiasm
 like that anywhere near good for;love
 but like the idea going but;sadness
 you always appear minutes week i'm not here;worry
 haven't heard anything negative former manager used tell they're happy;relief
 give try and try every nothing ever not usually this case might;worry
 know where the courthouse learn stole again hates;sadness
 i'm not that's why i'm sulking not free all day;empty
 she usual bake cookies;fun
 yeah that's fine worries;neutral
 sometimes you just have write off and start from the top your the past has happened;worry
 seriously miss you and you're already asked teach but hasn't told how;worry
 what time you close the last day today may shed tear;worry
 i'm trying earn crown for free;worry
 but you look cute;love
 wont let keeps saying over capacity something that bird keeps coming;neutral
 thanks the advice support;love
 not quite products that are not you have;neutral
 think ugly but dumb ass know;hate
 neither need sick have any prayer;neutral
 and boat dining bones peru double;neutral
 don't wanna leave warm get hot guess i'll just have make;neutral
 seasons that's sorry just noticed previous isn't gonna happy;sadness
 morning about tackle armhole may have solution not involving will update;worry
 woulda put don't have any;sadness
 it's pleasure will wary girlie marshmallows from now you might have saved life;worry
 remember the guy who help him get 900 make him;happiness
 would love hear all this from;neutral
 hate know how people play;hate
 saw that too but where that line from i've heard can't remember;worry
 how bout some that;fun
 hang drink some hot coco;neutral
 what gonna love skinny;love
 voting anything simple but cover the through pink;happiness
 missed all gonna have stay awake all night see the announcement damn time difference;surprise
 its gonna get scratched much though have movies and;neutral
 last week july will you and;worry
 and within short time the last clue all them;neutral
 what stop reading them;surprise
 been reading phone has fallen new comes the track ball keeps out phone;surprise
 have more save copy can watch;hate
 didn't you were thanks for all the comments;surprise
 man still haven't seen that bad work;sadness
 work but not much they are sending our jobs mexico;worry
 just don't ever forget;worry
 can pains been part life for long time now hope you feel bit better;worry
 don't work strip club you know have done any public may dancing;happiness
 denial can very powerful;neutral
 are you see your posts your exercising like eating sleeping;worry
 looking forward your show enjoy your time belgium;worry
 looks like your having fun;happiness
 think will just take the attitude that day invented hallmark holiday from now;surprise
 with hating says not;neutral
 like train shortly will arrive;neutral
 doin fine hardly working;neutral
 less than current occupants u.s. house you can bet like;hate
 feel like saying but the new star trek looks kinda might see let know how;neutral
 yeah you are but mom can cook like she straight from the make sure you invite your restaurant;love
 he's although think the bruise came from hitting myself;neutral
 thanks for following but who are back;neutral
 def see must get some didn't get any yesterday and thanks for doing please don't;surprise
 this new more private will only use for close friends;neutral
 man you gotta whip you gotta whip;neutral
 were did truck did run;worry
 want magic mountain but get station out paso boo for;empty
 you guys are the bomb;fun
 hey i'm it's nice talk with fellow;fun
 that's because like winning;fun
 good god get some i'll when i'm the;worry
 always turned off kinda kills like the spikes though;surprise
 they sent out using account about random stuff even understand changed all;surprise
 don't think it's still that one i've had this one for about six years with moore's law taken into;neutral
 cool want you take look this and tell what you think;worry
 its teenage nightclub and home when supposed they had more touch;hate
 come the miami the central;worry
 going have curry rice with peas;happiness
 bought ice cream last thinking was and sucked i'm taking;neutral
 these are family girls love guys;love
 all hear coffee brewing end;neutral
 view the they're blocked what;surprise
 might have bad days lately where are you;worry
 it's its from may and made feel it's;happiness
 like babies better like about;fun
 that's the stupid did and i'm still getting them;sadness
 nice cheers liking the lack;happiness
 did you even listen the sent you;worry
 tell you have watched twilight know that;happiness
 fail when you're receiving quoted job last getting paid now major losses;sadness
 those are the mine used really bad the first can't even get out;worry
 its tough keep sometimes i'm not sure its worth;neutral
 i'm taking million songs from your station sorry;worry
 run with and use and both are especially;enthusiasm
 she actually posted again say that was the 2nd and not the;relief
 just saw the hamlet update too excellent never good live though;happiness
 except dropped him break and now he's got his least wasn't the;worry
 good might think about for this year's;neutral
 but sum reason its not vote them;empty
 was but what the hell it's good the chill out too;worry
 well you know those kind guys are just;hate
 it's maybe our schedules will work out;relief
 are you touched his did tell;anger
 there must sure off brother but got worse;worry
 i'm the middle the left side see;neutral
 well yes had chat with them earlier there just not willing learn anything else;sadness
 hate when items clothing get;worry
 are you coming where can meet love meet you're comedian;happiness
 people just don't appreciate it's did the;worry
 can't yet i've run out i'll ring you;sadness
 maybe they took one look you and said that's our;worry
 she did stop once end john zoe only ones not signed;neutral
 there are like six that hang around you can get come you can keep;neutral
 that's what you get for abandoning i'll miss;sadness
 cute that loves frogs;love
 that's and new has been while but not active here;neutral
 how the hell does your hair not fall out;relief
 need sleep the off before all that and show;hate
 about woke get breakfast;neutral
 hate having work hours utterly miss forum for min break;hate
 but you're already list;neutral
 thank now we'll just have see how long takes finish the damn;sadness
 your not need coffee;neutral
 gets your video will start watch for minutes;worry
 love your hair and outfit tonight's;surprise
 mean upset just thought you would find cute sorry;worry
 back your last that your who lying see;neutral
 heard the sweetest guy with;happiness
 you need help for i'm here for;neutral
 can keep him tied for some make him feel better;neutral
 now wanna cry too;sadness
 more demon need numb the pain;anger
 the wee girl started crying and her mum came was such shame;sadness
 you got some sexy love the eyebrow used have ton now only have ears;love
 thanks you that's new word for the;neutral
 i'm having myself sometimes you just have those kind days and you need relax;sadness
 i'm sure you wasn't far;neutral
 one drink block party keeping;happiness
 love having days off had one too;worry
 that answer would come from you and that's update thanks for that;love
 really know how you wish could hug you;worry
 you are lame make;surprise
 with the part but drinking;fun
 that out right now;neutral
 there are any other kind;happiness
 well just randomly woke and now can't too many things mind;worry
 have miss the festivities this heading the hill and won't have and;neutral
 and thanks for the;happiness
 feel i've got myself nasty cold get better soon;worry
 let you know how the show was hope here they will show morning have;worry
 he's love his the;love
 probably bit short the rude words and bet was time;neutral
 kinda thought mean those would funny;fun
 agree it's just excuse for music for hours end;love
 miss that band much;sadness
 you got her sweet;love
 punch the shape the card card card and then ask people what for free;neutral
 had but then lost all;sadness
 music teacher either expired forgot about leaving outside waiting for ride pick for;sadness
 try horizontal cabinets full the make job can't hire either;happiness
 but i'm rogers and i'm pretty sure they don't have the same agreement with;neutral
 but sadly i'm not bein tonight;surprise
 sometimes get wrapped and forget check how you;sadness
 alas this all office central;neutral
 i'm not sure which part you're replying but starts soon;neutral
 was always embedded recognize your name from;neutral
 stick with whole world out there waiting taken advantage;sadness
 you like then you should;happiness
 that's got her cartilage it's;neutral
 not think efforts need until;neutral
 thanks try this one looks after trip;happiness
 you got dang our line communication keeps;neutral
 wish would tile mine;sadness
 good good same for too sadly;sadness
 thought you meant white;surprise
 something layout site looks good;worry
 with you you sound bit down not your boiler again;neutral
 good nepal declaring resign and actually resigning two very different things;sadness
 wanna join the but bed rest can't drive thy going crazy its the boring;worry
 the most part florida trials come screeching halt over the have fun this;neutral
 not you right now;hate
 you should have said;surprise
 where you ladies off;surprise
 hear but still shamed sometimes hear what some men;sadness
 didn't see this until after;surprise
 damn doesn't show how people are more conservative blackjack;worry
 constantly about his love for grill never been not here;happiness
 just not sweet ole;worry
 agree with you have been married for and this our 6th move;neutral
 you've been all looks like you totally made for the day;enthusiasm
 sent one and was all surrounded with weather;surprise
 i'm still working luckily having fun with can turn the music when one else the;surprise
 could feel the excitement that i'll watching the launch how love;happiness
 got the series foods for only win;happiness
 yeah was and tonight;worry
 and source sleeping bag;neutral
 welcome the world tell have too just know doesn't want have;sadness
 good luck backpack quite helping;happiness
 well can give you;happiness
 glad you got there safe saw your enjoy your time;happiness
 p.s. hate your work wish you could come play tonight;hate
 blessings you awesome words this beautiful;love
 why yes bag goodies;happiness
 that price pay for being the chart and;worry
 sweet sure she will love your good;happiness
 will take lots really pretty lots palm;happiness
 not getting any are just gonna hang out the pool and the hot;neutral
 gets really hot there the middle the summer like but right now its and less then hour;happiness
 wonder didn't get into urbana;sadness
 always feel guilty about;anger
 really but it's definitely not many people getting burned alive;sadness
 are you kidding that looks lay out and swim lot for stuck the cold;love
 before mine it's one few rules under;neutral
 tried translate your using translation but just spat out back out;worry
 came but package didn't;sadness
 ecstatic client can deed lieu monday will take sign off happy another satisfied client;happiness
 you can change your name under settings;neutral
 maybe she will cope now people are definitely going vote for her;worry
 from outside the wish they could vote for adam;empty
 that bloody free kick after min seconds was close going only;neutral
 good waiting that they are can't this year;sadness
 feel bad for them;sadness
 the man behind the awesome great love;love
 better than what did keyboard whole cup hot chocolate;worry
 with promoting the may soon see next;happiness
 perhaps sat will work out better;neutral
 cant come get drunk photo shoot;hate
 your mum likes bit the ol' clergy ordained;surprise
 nice had tickets for tonight's but i'm staying home sick;worry
 hello may you have great day;neutral
 heard was which disappointed before i've even seen what waste;sadness
 all sorted cheers for the wish too;happiness
 freeze halt whole stream;worry
 hey guess number plate well its not just the;fun
 slowly rest the grade will come hope ready for constant;neutral
 you're upstate does chilly weather really surprise much better the doesn't get hot;neutral
 damn and hate knowing weekends gonna when its supposed great;worry
 was going and you're thinking about hey put the phone down and more swimming;happiness
 put even though the cameras record one can;empty
 i'll have add your shop love your needle right now needles are all mess basket;love
 thanks for nice should however given some since has done least half the work;enthusiasm
 confirm we're still meeting can only stay for hour and bit;love
 girl have fun concert;happiness
 yeah the entire time was all his thinking about;love
 mother's any plans for your;enthusiasm
 sounds like nice relaxing have the lawn and walk the dog;happiness
 hope you feel your alone can talk until your ready alone too;relief
 i've been your last few hope your;worry
 perhaps because it's morning;neutral
 have mice our attic who clog dance;neutral
 it's not hard click sorry hear about the possible stomach condition deal;relief
 completing can't believe you cycled the distance cottage though;fun
 thanks thought you might want flower;love
 and who says wasn't just muttering;neutral
 poor baby think it's can about he's been that way;worry
 did have wait good twenty minutes for good;relief
 that happens all the poor;happiness
 love you just got into hiding gonna check out;love
 sounds like busted cable box then what time zone are you;worry
 didn't know there was going test;neutral
 end working short list for masters no. program the never;worry
 how comment like that like this;sadness
 yea its supposed sound;happiness
 around how are you;neutral
 just like you have such wonderful;love
 jam we're good dodging;happiness
 never said that before;neutral
 that sigh doesn't sound;worry
 can't the end the dance;worry
 mark just got shot;worry
 gotta study but hope catch art show need get;worry
 happy look the bright you can chill all day today;fun
 all hope all well with you;happiness
 forget think think spend lot time here too much;worry
 defensive the being mean you make;sadness
 you were part the would seriously the first line for just;happiness
 i'm having complete it's and i'm hate when can't stop;hate
 knowing they could but would want charge way too much extra for;neutral
 that just gave that feeling like that don't belong regular;sadness
 didn't want tell you but think it's your body;sadness
 nice one what you suggest order;neutral
 tell him ill beat him share;worry
 use own got him for north shore league had diabetes;worry
 couldn't make will there next glad was;sadness
 what good role like how;happiness
 told you was probable;neutral
 what dragging his ass;worry
 this but was actually the spelling bee back the got eliminated state finals;neutral
 hey you heard right looking forward causing some mischief;enthusiasm
 have bird living with have find other ways kill these damn things beside the;worry
 are you need another kiss;fun
 thanks that video did you see he's amazing that;love
 and then need new car got speeding;worry
 useless you're coming how long for;happiness
 big till don't think can pretend happy and;hate
 listening this random and its leaning toward;neutral
 didn't watch the able hope you had great time with your;fun
 get into terminal and kill which really what force quit should;neutral
 bound for the whole not fun;sadness
 that was gonna next the man speaking;love
 hope you're tired for good reason then;enthusiasm
 i'm behind classic cinema haven't had time see any;worry
 no. they're his colleagues and it's work party;sadness
 thinks he's his ass don't even fit know;happiness
 and you've converted been great hear lot others suggestions some pretty great;happiness
 it's pretty perfect yes saw some those signs the march;fun
 yes but was the nice couldn't believe the other guy kicked he's off for week soon;surprise
 you need cut down them;neutral
 she fine the way she how has your weekend;relief
 the girls there last night would have let and figure the boys would have enjoyed;happiness
 you are not that;fun
 hope does fly because episodes are usually really good it's early but far this;happiness
 i'm the night owl queen why you;worry
 washing was people and and 2nd;relief
 didn't think was open they took over ben loved that;surprise
 night when you said was good;worry
 ate refuse bless her she already;worry
 well have make sure works and for this even preview tool only for some reason;neutral
 it's time face the truth indians are practically;neutral
 no. hope you feel better had flu earlier this;worry
 taking out all trash;fun
 just seen the kiosk central nice;neutral
 why there site following;worry
 the movie was wish could pistols like but not want him think will;worry
 hope you mom okay;worry
 was hours ago came and it's only now when went buy something;neutral
 you weren't might not find you interesting talk;happiness
 i've read about they're you should definitely get one;happiness
 that should answer part your question;neutral
 stewart did great job with great character not that watched victoria;worry
 thanks looking for will look them too;neutral
 would love slice summer from lemonade you think could have jump her;fun
 don't want complete hypocrite attended event while was there the timing was just;neutral
 hey what's name caleb and i'm your newest;fun
 promised myself would spread the cards around only gave someone deck then never gave them out;neutral
 clearly need crack the whip some more;worry
 thought was following you don't know what sorry;worry
 toe boots good hear that you're hopefully they are kodiak brand;fun
 i'll right save slice;neutral
 couple may die without fingers crossed for you;worry
 does this mean you're leaving;neutral
 i'll stuck inside the office all day today;worry
 they have two days good thing for them;relief
 thanks for showing won't tell hubby you;love
 thank you for the;neutral
 hard hope like think agree with each;neutral
 new section that has i'm stoked get back texas;surprise
 have admit was good episode and his man bag was rather fetching;relief
 was but was got ther they priority tickets def;neutral
 long you have trees need find maybe after the crutches;happiness
 too and promised myself would clean windows back;neutral
 that couldn't more like;surprise
 yeah want know what that;worry
 playing dress can't see the its not working;neutral
 just posted first contest entry and still terrible too;love
 not that wont jump;worry
 congratulations you guys finish month earlier than;relief
 congratulations you guys finish month early than;enthusiasm
 you must ask the cubs can't fathom;neutral
 man wanna the bay thank you have great;happiness
 thanks had great awesome more could girl love;love
 hope you feel better head with;worry
 know wont there the;worry
 how are you saying that i'm;sadness
